student_id,subject_id,semester_id,attendance_percent,total_classes,classes_attended
STU007944,,SEM-3,62.0,45,28
STU007944,,SEM-4,71.0,45,32
STU007944,,SEM-5,65.0,45,29
STU007944,,SEM-6,76.0,45,34
STU007944,,SEM-7,69.0,45,31
STU007944,,SEM-8,87.0,45,39
STU007945,,SEM-1,75.0,45,34
STU007945,,SEM-2,83.0,45,37
STU007945,,SEM-3,64.0,45,29
STU007945,,SEM-4,82.0,45,37
STU007945,,SEM-5,79.0,45,36
STU007945,,SEM-6,70.0,45,31
STU007945,,SEM-7,69.0,45,31
STU007945,,SEM-8,82.0,45,37
STU007946,,SEM-1,77.0,45,35
STU007946,,SEM-2,71.0,45,32
STU007946,,SEM-3,78.0,45,35
STU007946,,SEM-4,78.0,45,35
STU007946,,SEM-5,75.0,45,34
STU007946,,SEM-6,67.0,45,30
STU007946,,SEM-7,86.0,45,39
STU007946,,SEM-8,58.0,45,26
STU007947,,SEM-1,94.0,45,42
STU007947,,SEM-2,90.0,45,40
STU007947,,SEM-3,100.0,45,45
STU007947,,SEM-4,100.0,45,45
STU007947,,SEM-5,81.0,45,36
STU007947,,SEM-6,87.0,45,39
STU007947,,SEM-7,95.0,45,43
STU007947,,SEM-8,90.0,45,40
STU007948,,SEM-1,68.0,45,31
STU007948,,SEM-2,64.0,45,29
STU007948,,SEM-3,67.0,45,30
STU007948,,SEM-4,50.0,45,22
STU007948,,SEM-5,75.0,45,34
STU007948,,SEM-6,50.0,45,22
STU007948,,SEM-7,60.0,45,27
STU007948,,SEM-8,68.0,45,31
STU007949,,SEM-1,64.0,45,29
STU007949,,SEM-2,75.0,45,34
STU007949,,SEM-3,56.0,45,25
STU007949,,SEM-4,76.0,45,34
STU007949,,SEM-5,62.0,45,28
STU007949,,SEM-6,62.0,45,28
STU007949,,SEM-7,62.0,45,28
STU007949,,SEM-8,65.0,45,29
STU007950,,SEM-1,89.0,45,40
STU007950,,SEM-2,81.0,45,36
STU007950,,SEM-3,86.0,45,39
STU007950,,SEM-4,94.0,45,42
STU007950,,SEM-5,90.0,45,40
STU007950,,SEM-6,100.0,45,45
STU007950,,SEM-7,88.0,45,40
STU007950,,SEM-8,78.0,45,35
STU007951,,SEM-1,76.0,45,34
STU007951,,SEM-2,84.0,45,38
STU007951,,SEM-3,86.0,45,39
STU007951,,SEM-4,74.0,45,33
STU007951,,SEM-5,73.0,45,33
STU007951,,SEM-6,74.0,45,33
STU007951,,SEM-7,78.0,45,35
STU007951,,SEM-8,64.0,45,29
STU007952,,SEM-1,84.0,45,38
STU007952,,SEM-2,81.0,45,36
STU007952,,SEM-3,79.0,45,36
STU007952,,SEM-4,85.0,45,38
STU007952,,SEM-5,74.0,45,33
STU007952,,SEM-6,89.0,45,40
STU007952,,SEM-7,80.0,45,36
STU007952,,SEM-8,67.0,45,30
STU007953,,SEM-1,76.0,45,34
STU007953,,SEM-2,76.0,45,34
STU007953,,SEM-3,75.0,45,34
STU007953,,SEM-4,72.0,45,32
STU007953,,SEM-5,78.0,45,35
STU007953,,SEM-6,61.0,45,27
STU007953,,SEM-7,64.0,45,29
STU007953,,SEM-8,83.0,45,37
STU007954,,SEM-1,78.0,45,35
STU007954,,SEM-2,81.0,45,36
STU007954,,SEM-3,75.0,45,34
STU007954,,SEM-4,66.0,45,30
STU007954,,SEM-5,54.0,45,24
STU007954,,SEM-6,74.0,45,33
STU007954,,SEM-7,75.0,45,34
STU007954,,SEM-8,67.0,45,30
STU007955,,SEM-1,63.0,45,28
STU007955,,SEM-2,50.0,45,22
STU007955,,SEM-3,56.0,45,25
STU007955,,SEM-4,67.0,45,30
STU007955,,SEM-5,73.0,45,33
STU007955,,SEM-6,67.0,45,30
STU007955,,SEM-7,55.0,45,25
STU007955,,SEM-8,56.0,45,25
STU007956,,SEM-1,72.0,45,32
STU007956,,SEM-2,81.0,45,36
STU007956,,SEM-3,91.0,45,41
STU007956,,SEM-4,71.0,45,32
STU007956,,SEM-5,78.0,45,35
STU007956,,SEM-6,93.0,45,42
STU007956,,SEM-7,71.0,45,32
STU007956,,SEM-8,78.0,45,35
STU007957,,SEM-1,73.0,45,33
STU007957,,SEM-2,66.0,45,30
STU007957,,SEM-3,54.0,45,24
STU007957,,SEM-4,57.0,45,26
STU007957,,SEM-5,63.0,45,28
STU007957,,SEM-6,70.0,45,31
STU007957,,SEM-7,69.0,45,31
STU007957,,SEM-8,56.0,45,25
STU007958,,SEM-1,77.0,45,35
STU007958,,SEM-2,72.0,45,32
STU007958,,SEM-3,93.0,45,42
STU007958,,SEM-4,88.0,45,40
STU007958,,SEM-5,81.0,45,36
STU007958,,SEM-6,87.0,45,39
STU007958,,SEM-7,80.0,45,36
STU007958,,SEM-8,85.0,45,38
STU007959,,SEM-1,72.0,45,32
STU007959,,SEM-2,78.0,45,35
STU007959,,SEM-3,77.0,45,35
STU007959,,SEM-4,68.0,45,31
STU007959,,SEM-5,75.0,45,34
STU007959,,SEM-6,63.0,45,28
STU007959,,SEM-7,67.0,45,30
STU007959,,SEM-8,71.0,45,32
STU007960,,SEM-1,88.0,45,40
STU007960,,SEM-2,77.0,45,35
STU007960,,SEM-3,78.0,45,35
STU007960,,SEM-4,72.0,45,32
STU007960,,SEM-5,72.0,45,32
STU007960,,SEM-6,72.0,45,32
STU007960,,SEM-7,89.0,45,40
STU007960,,SEM-8,83.0,45,37
STU007961,,SEM-1,74.0,45,33
STU007961,,SEM-2,88.0,45,40
STU007961,,SEM-3,72.0,45,32
STU007961,,SEM-4,63.0,45,28
STU007961,,SEM-5,81.0,45,36
STU007961,,SEM-6,67.0,45,30
STU007961,,SEM-7,64.0,45,29
STU007961,,SEM-8,58.0,45,26
STU007962,,SEM-1,87.0,45,39
STU007962,,SEM-2,74.0,45,33
STU007962,,SEM-3,73.0,45,33
STU007962,,SEM-4,79.0,45,36
STU007962,,SEM-5,70.0,45,31
STU007962,,SEM-6,68.0,45,31
STU007962,,SEM-7,90.0,45,40
STU007962,,SEM-8,69.0,45,31
STU007963,,SEM-1,77.0,45,35
STU007963,,SEM-2,78.0,45,35
STU007963,,SEM-3,90.0,45,40
STU007963,,SEM-4,67.0,45,30
STU007963,,SEM-5,66.0,45,30
STU007963,,SEM-6,63.0,45,28
STU007963,,SEM-7,79.0,45,36
STU007963,,SEM-8,68.0,45,31
STU007964,,SEM-1,77.0,45,35
STU007964,,SEM-2,69.0,45,31
STU007964,,SEM-3,73.0,45,33
STU007964,,SEM-4,65.0,45,29
STU007964,,SEM-5,70.0,45,31
STU007964,,SEM-6,53.0,45,24
STU007964,,SEM-7,58.0,45,26
STU007964,,SEM-8,61.0,45,27
STU007965,,SEM-1,58.0,45,26
STU007965,,SEM-2,64.0,45,29
STU007965,,SEM-3,74.0,45,33
STU007965,,SEM-4,62.0,45,28
STU007965,,SEM-5,84.0,45,38
STU007965,,SEM-6,72.0,45,32
STU007965,,SEM-7,65.0,45,29
STU007965,,SEM-8,70.0,45,31
STU007966,,SEM-1,66.0,45,30
STU007966,,SEM-2,78.0,45,35
STU007966,,SEM-3,63.0,45,28
STU007966,,SEM-4,68.0,45,31
STU007966,,SEM-5,57.0,45,26
STU007966,,SEM-6,52.0,45,23
STU007966,,SEM-7,70.0,45,31
STU007966,,SEM-8,61.0,45,27
STU007967,,SEM-1,60.0,45,27
STU007967,,SEM-2,78.0,45,35
STU007967,,SEM-3,67.0,45,30
STU007967,,SEM-4,64.0,45,29
STU007967,,SEM-5,64.0,45,29
STU007967,,SEM-6,71.0,45,32
STU007967,,SEM-7,72.0,45,32
STU007967,,SEM-8,64.0,45,29
STU007968,,SEM-1,81.0,45,36
STU007968,,SEM-2,83.0,45,37
STU007968,,SEM-3,85.0,45,38
STU007968,,SEM-4,80.0,45,36
STU007968,,SEM-5,88.0,45,40
STU007968,,SEM-6,86.0,45,39
STU007968,,SEM-7,96.0,45,43
STU007968,,SEM-8,97.0,45,44
STU007969,,SEM-1,67.0,45,30
STU007969,,SEM-2,73.0,45,33
STU007969,,SEM-3,85.0,45,38
STU007969,,SEM-4,77.0,45,35
STU007969,,SEM-5,75.0,45,34
STU007969,,SEM-6,75.0,45,34
STU007969,,SEM-7,74.0,45,33
STU007969,,SEM-8,66.0,45,30
STU007970,,SEM-1,72.0,45,32
STU007970,,SEM-2,78.0,45,35
STU007970,,SEM-3,90.0,45,40
STU007970,,SEM-4,75.0,45,34
STU007970,,SEM-5,83.0,45,37
STU007970,,SEM-6,75.0,45,34
STU007970,,SEM-7,61.0,45,27
STU007970,,SEM-8,73.0,45,33
STU007971,,SEM-1,74.0,45,33
STU007971,,SEM-2,73.0,45,33
STU007971,,SEM-3,75.0,45,34
STU007971,,SEM-4,77.0,45,35
STU007971,,SEM-5,79.0,45,36
STU007971,,SEM-6,86.0,45,39
STU007971,,SEM-7,75.0,45,34
STU007971,,SEM-8,73.0,45,33
STU007972,,SEM-1,81.0,45,36
STU007972,,SEM-2,83.0,45,37
STU007972,,SEM-3,89.0,45,40
STU007972,,SEM-4,91.0,45,41
STU007972,,SEM-5,82.0,45,37
STU007972,,SEM-6,73.0,45,33
STU007972,,SEM-7,80.0,45,36
STU007972,,SEM-8,84.0,45,38
STU007973,,SEM-1,83.0,45,37
STU007973,,SEM-2,76.0,45,34
STU007973,,SEM-3,86.0,45,39
STU007973,,SEM-4,93.0,45,42
STU007973,,SEM-5,80.0,45,36
STU007973,,SEM-6,85.0,45,38
STU007973,,SEM-7,84.0,45,38
STU007973,,SEM-8,82.0,45,37
STU007974,,SEM-1,74.0,45,33
STU007974,,SEM-2,60.0,45,27
STU007974,,SEM-3,81.0,45,36
STU007974,,SEM-4,56.0,45,25
STU007974,,SEM-5,61.0,45,27
STU007974,,SEM-6,58.0,45,26
STU007974,,SEM-7,73.0,45,33
STU007974,,SEM-8,60.0,45,27
STU007975,,SEM-1,86.0,45,39
STU007975,,SEM-2,85.0,45,38
STU007975,,SEM-3,80.0,45,36
STU007975,,SEM-4,80.0,45,36
STU007975,,SEM-5,89.0,45,40
STU007975,,SEM-6,91.0,45,41
STU007975,,SEM-7,97.0,45,44
STU007975,,SEM-8,76.0,45,34
STU007976,,SEM-1,72.0,45,32
STU007976,,SEM-2,97.0,45,44
STU007976,,SEM-3,74.0,45,33
STU007976,,SEM-4,73.0,45,33
STU007976,,SEM-5,83.0,45,37
STU007976,,SEM-6,73.0,45,33
STU007976,,SEM-7,74.0,45,33
STU007976,,SEM-8,92.0,45,41
STU007977,,SEM-1,83.0,45,37
STU007977,,SEM-2,85.0,45,38
STU007977,,SEM-3,95.0,45,43
STU007977,,SEM-4,85.0,45,38
STU007977,,SEM-5,80.0,45,36
STU007977,,SEM-6,89.0,45,40
STU007977,,SEM-7,70.0,45,31
STU007977,,SEM-8,76.0,45,34
STU007978,,SEM-1,92.0,45,41
STU007978,,SEM-2,84.0,45,38
STU007978,,SEM-3,99.0,45,45
STU007978,,SEM-4,81.0,45,36
STU007978,,SEM-5,86.0,45,39
STU007978,,SEM-6,86.0,45,39
STU007978,,SEM-7,97.0,45,44
STU007978,,SEM-8,88.0,45,40
STU007979,,SEM-1,84.0,45,38
STU007979,,SEM-2,93.0,45,42
STU007979,,SEM-3,87.0,45,39
STU007979,,SEM-4,94.0,45,42
STU007979,,SEM-5,79.0,45,36
STU007979,,SEM-6,71.0,45,32
STU007979,,SEM-7,63.0,45,28
STU007979,,SEM-8,91.0,45,41
STU007980,,SEM-1,50.0,45,22
STU007980,,SEM-2,53.0,45,24
STU007980,,SEM-3,59.0,45,27
STU007980,,SEM-4,72.0,45,32
STU007980,,SEM-5,62.0,45,28
STU007980,,SEM-6,59.0,45,27
STU007980,,SEM-7,57.0,45,26
STU007980,,SEM-8,61.0,45,27
STU007981,,SEM-1,83.0,45,37
STU007981,,SEM-2,79.0,45,36
STU007981,,SEM-3,97.0,45,44
STU007981,,SEM-4,81.0,45,36
STU007981,,SEM-5,94.0,45,42
STU007981,,SEM-6,72.0,45,32
STU007981,,SEM-7,100.0,45,45
STU007981,,SEM-8,90.0,45,40
STU007982,,SEM-1,74.0,45,33
STU007982,,SEM-2,72.0,45,32
STU007982,,SEM-3,62.0,45,28
STU007982,,SEM-4,72.0,45,32
STU007982,,SEM-5,73.0,45,33
STU007982,,SEM-6,79.0,45,36
STU007982,,SEM-7,79.0,45,36
STU007982,,SEM-8,68.0,45,31
STU007983,,SEM-1,87.0,45,39
STU007983,,SEM-2,76.0,45,34
STU007983,,SEM-3,81.0,45,36
STU007983,,SEM-4,95.0,45,43
STU007983,,SEM-5,95.0,45,43
STU007983,,SEM-6,87.0,45,39
STU007983,,SEM-7,85.0,45,38
STU007983,,SEM-8,97.0,45,44
STU007984,,SEM-1,67.0,45,30
STU007984,,SEM-2,73.0,45,33
STU007984,,SEM-3,78.0,45,35
STU007984,,SEM-4,62.0,45,28
STU007984,,SEM-5,78.0,45,35
STU007984,,SEM-6,85.0,45,38
STU007984,,SEM-7,75.0,45,34
STU007984,,SEM-8,75.0,45,34
STU007985,,SEM-1,65.0,45,29
STU007985,,SEM-2,73.0,45,33
STU007985,,SEM-3,69.0,45,31
STU007985,,SEM-4,62.0,45,28
STU007985,,SEM-5,69.0,45,31
STU007985,,SEM-6,56.0,45,25
STU007985,,SEM-7,59.0,45,27
STU007985,,SEM-8,50.0,45,22
STU007986,,SEM-1,91.0,45,41
STU007986,,SEM-2,78.0,45,35
STU007986,,SEM-3,100.0,45,45
STU007986,,SEM-4,87.0,45,39
STU007986,,SEM-5,88.0,45,40
STU007986,,SEM-6,79.0,45,36
STU007986,,SEM-7,81.0,45,36
STU007986,,SEM-8,66.0,45,30
STU007987,,SEM-1,77.0,45,35
STU007987,,SEM-2,68.0,45,31
STU007987,,SEM-3,77.0,45,35
STU007987,,SEM-4,86.0,45,39
STU007987,,SEM-5,67.0,45,30
STU007987,,SEM-6,75.0,45,34
STU007987,,SEM-7,72.0,45,32
STU007987,,SEM-8,80.0,45,36
STU007988,,SEM-1,73.0,45,33
STU007988,,SEM-2,82.0,45,37
STU007988,,SEM-3,69.0,45,31
STU007988,,SEM-4,76.0,45,34
STU007988,,SEM-5,62.0,45,28
STU007988,,SEM-6,79.0,45,36
STU007988,,SEM-7,77.0,45,35
STU007988,,SEM-8,66.0,45,30
STU007989,,SEM-1,59.0,45,27
STU007989,,SEM-2,58.0,45,26
STU007989,,SEM-3,67.0,45,30
STU007989,,SEM-4,50.0,45,22
STU007989,,SEM-5,62.0,45,28
STU007989,,SEM-6,51.0,45,23
STU007989,,SEM-7,63.0,45,28
STU007989,,SEM-8,71.0,45,32
STU007990,,SEM-1,88.0,45,40
STU007990,,SEM-2,77.0,45,35
STU007990,,SEM-3,83.0,45,37
STU007990,,SEM-4,78.0,45,35
STU007990,,SEM-5,75.0,45,34
STU007990,,SEM-6,71.0,45,32
STU007990,,SEM-7,72.0,45,32
STU007990,,SEM-8,68.0,45,31
STU007991,,SEM-1,67.0,45,30
STU007991,,SEM-2,77.0,45,35
STU007991,,SEM-3,75.0,45,34
STU007991,,SEM-4,71.0,45,32
STU007991,,SEM-5,87.0,45,39
STU007991,,SEM-6,71.0,45,32
STU007991,,SEM-7,80.0,45,36
STU007991,,SEM-8,67.0,45,30
STU007992,,SEM-1,73.0,45,33
STU007992,,SEM-2,79.0,45,36
STU007992,,SEM-3,75.0,45,34
STU007992,,SEM-4,75.0,45,34
STU007992,,SEM-5,76.0,45,34
STU007992,,SEM-6,63.0,45,28
STU007992,,SEM-7,82.0,45,37
STU007992,,SEM-8,73.0,45,33
STU007993,,SEM-1,75.0,45,34
STU007993,,SEM-2,69.0,45,31
STU007993,,SEM-3,81.0,45,36
STU007993,,SEM-4,82.0,45,37
STU007993,,SEM-5,86.0,45,39
STU007993,,SEM-6,81.0,45,36
STU007993,,SEM-7,83.0,45,37
STU007993,,SEM-8,79.0,45,36
STU007994,,SEM-1,50.0,45,22
STU007994,,SEM-2,53.0,45,24
STU007994,,SEM-3,50.0,45,22
STU007994,,SEM-4,55.0,45,25
STU007994,,SEM-5,60.0,45,27
STU007994,,SEM-6,58.0,45,26
STU007994,,SEM-7,65.0,45,29
STU007994,,SEM-8,58.0,45,26
STU007995,,SEM-1,78.0,45,35
STU007995,,SEM-2,79.0,45,36
STU007995,,SEM-3,79.0,45,36
STU007995,,SEM-4,64.0,45,29
STU007995,,SEM-5,71.0,45,32
STU007995,,SEM-6,76.0,45,34
STU007995,,SEM-7,69.0,45,31
STU007995,,SEM-8,79.0,45,36
STU007996,,SEM-1,72.0,45,32
STU007996,,SEM-2,67.0,45,30
STU007996,,SEM-3,55.0,45,25
STU007996,,SEM-4,50.0,45,22
STU007996,,SEM-5,64.0,45,29
STU007996,,SEM-6,64.0,45,29
STU007996,,SEM-7,68.0,45,31
STU007996,,SEM-8,50.0,45,22
STU007997,,SEM-1,60.0,45,27
STU007997,,SEM-2,74.0,45,33
STU007997,,SEM-3,63.0,45,28
STU007997,,SEM-4,82.0,45,37
STU007997,,SEM-5,68.0,45,31
STU007997,,SEM-6,81.0,45,36
STU007997,,SEM-7,83.0,45,37
STU007997,,SEM-8,66.0,45,30
STU007998,,SEM-1,82.0,45,37
STU007998,,SEM-2,86.0,45,39
STU007998,,SEM-3,89.0,45,40
STU007998,,SEM-4,78.0,45,35
STU007998,,SEM-5,76.0,45,34
STU007998,,SEM-6,77.0,45,35
STU007998,,SEM-7,75.0,45,34
STU007998,,SEM-8,67.0,45,30
STU007999,,SEM-1,81.0,45,36
STU007999,,SEM-2,70.0,45,31
STU007999,,SEM-3,80.0,45,36
STU007999,,SEM-4,67.0,45,30
STU007999,,SEM-5,81.0,45,36
STU007999,,SEM-6,76.0,45,34
STU007999,,SEM-7,72.0,45,32
STU007999,,SEM-8,67.0,45,30
STU008000,,SEM-1,73.0,45,33
STU008000,,SEM-2,64.0,45,29
STU008000,,SEM-3,76.0,45,34
STU008000,,SEM-4,70.0,45,31
STU008000,,SEM-5,73.0,45,33
STU008000,,SEM-6,74.0,45,33
STU008000,,SEM-7,74.0,45,33
STU008000,,SEM-8,84.0,45,38
STU008001,,SEM-1,82.0,45,37
STU008001,,SEM-2,75.0,45,34
STU008001,,SEM-3,66.0,45,30
STU008001,,SEM-4,70.0,45,31
STU008001,,SEM-5,84.0,45,38
STU008001,,SEM-6,73.0,45,33
STU008001,,SEM-7,69.0,45,31
STU008001,,SEM-8,76.0,45,34
STU008002,,SEM-1,69.0,45,31
STU008002,,SEM-2,70.0,45,31
STU008002,,SEM-3,58.0,45,26
STU008002,,SEM-4,55.0,45,25
STU008002,,SEM-5,68.0,45,31
STU008002,,SEM-6,57.0,45,26
STU008002,,SEM-7,65.0,45,29
STU008002,,SEM-8,63.0,45,28
STU008003,,SEM-1,62.0,45,28
STU008003,,SEM-2,74.0,45,33
STU008003,,SEM-3,58.0,45,26
STU008003,,SEM-4,75.0,45,34
STU008003,,SEM-5,71.0,45,32
STU008003,,SEM-6,85.0,45,38
STU008003,,SEM-7,80.0,45,36
STU008003,,SEM-8,59.0,45,27
STU008004,,SEM-1,80.0,45,36
STU008004,,SEM-2,76.0,45,34
STU008004,,SEM-3,79.0,45,36
STU008004,,SEM-4,82.0,45,37
STU008004,,SEM-5,73.0,45,33
STU008004,,SEM-6,75.0,45,34
STU008004,,SEM-7,87.0,45,39
STU008004,,SEM-8,83.0,45,37
STU008005,,SEM-1,65.0,45,29
STU008005,,SEM-2,70.0,45,31
STU008005,,SEM-3,75.0,45,34
STU008005,,SEM-4,64.0,45,29
STU008005,,SEM-5,69.0,45,31
STU008005,,SEM-6,73.0,45,33
STU008005,,SEM-7,78.0,45,35
STU008005,,SEM-8,53.0,45,24
STU008006,,SEM-1,60.0,45,27
STU008006,,SEM-2,72.0,45,32
STU008006,,SEM-3,63.0,45,28
STU008006,,SEM-4,74.0,45,33
STU008006,,SEM-5,63.0,45,28
STU008006,,SEM-6,57.0,45,26
STU008006,,SEM-7,79.0,45,36
STU008006,,SEM-8,65.0,45,29
STU008007,,SEM-1,89.0,45,40
STU008007,,SEM-2,83.0,45,37
STU008007,,SEM-3,92.0,45,41
STU008007,,SEM-4,91.0,45,41
STU008007,,SEM-5,100.0,45,45
STU008007,,SEM-6,91.0,45,41
STU008007,,SEM-7,85.0,45,38
STU008007,,SEM-8,82.0,45,37
STU008008,,SEM-1,68.0,45,31
STU008008,,SEM-2,72.0,45,32
STU008008,,SEM-3,74.0,45,33
STU008008,,SEM-4,86.0,45,39
STU008008,,SEM-5,82.0,45,37
STU008008,,SEM-6,81.0,45,36
STU008008,,SEM-7,66.0,45,30
STU008008,,SEM-8,67.0,45,30
STU008009,,SEM-1,67.0,45,30
STU008009,,SEM-2,60.0,45,27
STU008009,,SEM-3,69.0,45,31
STU008009,,SEM-4,63.0,45,28
STU008009,,SEM-5,79.0,45,36
STU008009,,SEM-6,64.0,45,29
STU008009,,SEM-7,67.0,45,30
STU008009,,SEM-8,71.0,45,32
STU008010,,SEM-1,68.0,45,31
STU008010,,SEM-2,61.0,45,27
STU008010,,SEM-3,75.0,45,34
STU008010,,SEM-4,63.0,45,28
STU008010,,SEM-5,70.0,45,31
STU008010,,SEM-6,72.0,45,32
STU008010,,SEM-7,63.0,45,28
STU008010,,SEM-8,50.0,45,22
STU008011,,SEM-1,80.0,45,36
STU008011,,SEM-2,84.0,45,38
STU008011,,SEM-3,85.0,45,38
STU008011,,SEM-4,88.0,45,40
STU008011,,SEM-5,100.0,45,45
STU008011,,SEM-6,77.0,45,35
STU008011,,SEM-7,82.0,45,37
STU008011,,SEM-8,100.0,45,45
STU008012,,SEM-1,82.0,45,37
STU008012,,SEM-2,71.0,45,32
STU008012,,SEM-3,75.0,45,34
STU008012,,SEM-4,62.0,45,28
STU008012,,SEM-5,73.0,45,33
STU008012,,SEM-6,79.0,45,36
STU008012,,SEM-7,67.0,45,30
STU008012,,SEM-8,65.0,45,29
STU008013,,SEM-1,82.0,45,37
STU008013,,SEM-2,86.0,45,39
STU008013,,SEM-3,94.0,45,42
STU008013,,SEM-4,80.0,45,36
STU008013,,SEM-5,75.0,45,34
STU008013,,SEM-6,89.0,45,40
STU008013,,SEM-7,81.0,45,36
STU008013,,SEM-8,72.0,45,32
STU008014,,SEM-1,88.0,45,40
STU008014,,SEM-2,82.0,45,37
STU008014,,SEM-3,78.0,45,35
STU008014,,SEM-4,77.0,45,35
STU008014,,SEM-5,76.0,45,34
STU008014,,SEM-6,73.0,45,33
STU008014,,SEM-7,87.0,45,39
STU008014,,SEM-8,87.0,45,39
STU008015,,SEM-1,86.0,45,39
STU008015,,SEM-2,81.0,45,36
STU008015,,SEM-3,87.0,45,39
STU008015,,SEM-4,100.0,45,45
STU008015,,SEM-5,85.0,45,38
STU008015,,SEM-6,90.0,45,40
STU008015,,SEM-7,95.0,45,43
STU008015,,SEM-8,87.0,45,39
STU008016,,SEM-1,84.0,45,38
STU008016,,SEM-2,53.0,45,24
STU008016,,SEM-3,77.0,45,35
STU008016,,SEM-4,73.0,45,33
STU008016,,SEM-5,79.0,45,36
STU008016,,SEM-6,62.0,45,28
STU008016,,SEM-7,76.0,45,34
STU008016,,SEM-8,80.0,45,36
STU008017,,SEM-1,69.0,45,31
STU008017,,SEM-2,64.0,45,29
STU008017,,SEM-3,55.0,45,25
STU008017,,SEM-4,70.0,45,31
STU008017,,SEM-5,61.0,45,27
STU008017,,SEM-6,65.0,45,29
STU008017,,SEM-7,75.0,45,34
STU008017,,SEM-8,67.0,45,30
STU008018,,SEM-1,90.0,45,40
STU008018,,SEM-2,92.0,45,41
STU008018,,SEM-3,81.0,45,36
STU008018,,SEM-4,84.0,45,38
STU008018,,SEM-5,84.0,45,38
STU008018,,SEM-6,87.0,45,39
STU008018,,SEM-7,87.0,45,39
STU008018,,SEM-8,93.0,45,42
STU008019,,SEM-1,83.0,45,37
STU008019,,SEM-2,89.0,45,40
STU008019,,SEM-3,78.0,45,35
STU008019,,SEM-4,79.0,45,36
STU008019,,SEM-5,71.0,45,32
STU008019,,SEM-6,82.0,45,37
STU008019,,SEM-7,81.0,45,36
STU008019,,SEM-8,71.0,45,32
STU008020,,SEM-1,83.0,45,37
STU008020,,SEM-2,82.0,45,37
STU008020,,SEM-3,72.0,45,32
STU008020,,SEM-4,71.0,45,32
STU008020,,SEM-5,73.0,45,33
STU008020,,SEM-6,84.0,45,38
STU008020,,SEM-7,83.0,45,37
STU008020,,SEM-8,66.0,45,30
STU008021,,SEM-1,79.0,45,36
STU008021,,SEM-2,74.0,45,33
STU008021,,SEM-3,82.0,45,37
STU008021,,SEM-4,73.0,45,33
STU008021,,SEM-5,72.0,45,32
STU008021,,SEM-6,75.0,45,34
STU008021,,SEM-7,79.0,45,36
STU008021,,SEM-8,59.0,45,27
STU008022,,SEM-1,73.0,45,33
STU008022,,SEM-2,74.0,45,33
STU008022,,SEM-3,63.0,45,28
STU008022,,SEM-4,50.0,45,22
STU008022,,SEM-5,70.0,45,31
STU008022,,SEM-6,65.0,45,29
STU008022,,SEM-7,53.0,45,24
STU008022,,SEM-8,63.0,45,28
STU008023,,SEM-1,87.0,45,39
STU008023,,SEM-2,96.0,45,43
STU008023,,SEM-3,79.0,45,36
STU008023,,SEM-4,84.0,45,38
STU008023,,SEM-5,88.0,45,40
STU008023,,SEM-6,94.0,45,42
STU008023,,SEM-7,91.0,45,41
STU008023,,SEM-8,81.0,45,36
STU008024,,SEM-1,85.0,45,38
STU008024,,SEM-2,81.0,45,36
STU008024,,SEM-3,88.0,45,40
STU008024,,SEM-4,91.0,45,41
STU008024,,SEM-5,84.0,45,38
STU008024,,SEM-6,83.0,45,37
STU008024,,SEM-7,91.0,45,41
STU008024,,SEM-8,88.0,45,40
STU008025,,SEM-1,77.0,45,35
STU008025,,SEM-2,84.0,45,38
STU008025,,SEM-3,78.0,45,35
STU008025,,SEM-4,80.0,45,36
STU008025,,SEM-5,71.0,45,32
STU008025,,SEM-6,68.0,45,31
STU008025,,SEM-7,73.0,45,33
STU008025,,SEM-8,62.0,45,28
STU008026,,SEM-1,50.0,45,22
STU008026,,SEM-2,72.0,45,32
STU008026,,SEM-3,62.0,45,28
STU008026,,SEM-4,76.0,45,34
STU008026,,SEM-5,74.0,45,33
STU008026,,SEM-6,58.0,45,26
STU008026,,SEM-7,66.0,45,30
STU008026,,SEM-8,72.0,45,32
STU008027,,SEM-1,70.0,45,31
STU008027,,SEM-2,74.0,45,33
STU008027,,SEM-3,83.0,45,37
STU008027,,SEM-4,72.0,45,32
STU008027,,SEM-5,73.0,45,33
STU008027,,SEM-6,79.0,45,36
STU008027,,SEM-7,75.0,45,34
STU008027,,SEM-8,89.0,45,40
STU008028,,SEM-1,76.0,45,34
STU008028,,SEM-2,72.0,45,32
STU008028,,SEM-3,76.0,45,34
STU008028,,SEM-4,94.0,45,42
STU008028,,SEM-5,86.0,45,39
STU008028,,SEM-6,88.0,45,40
STU008028,,SEM-7,91.0,45,41
STU008028,,SEM-8,75.0,45,34
STU008029,,SEM-1,64.0,45,29
STU008029,,SEM-2,65.0,45,29
STU008029,,SEM-3,65.0,45,29
STU008029,,SEM-4,67.0,45,30
STU008029,,SEM-5,63.0,45,28
STU008029,,SEM-6,60.0,45,27
STU008029,,SEM-7,64.0,45,29
STU008029,,SEM-8,65.0,45,29
STU008030,,SEM-1,63.0,45,28
STU008030,,SEM-2,63.0,45,28
STU008030,,SEM-3,65.0,45,29
STU008030,,SEM-4,71.0,45,32
STU008030,,SEM-5,57.0,45,26
STU008030,,SEM-6,62.0,45,28
STU008030,,SEM-7,50.0,45,22
STU008030,,SEM-8,54.0,45,24
STU008031,,SEM-1,88.0,45,40
STU008031,,SEM-2,84.0,45,38
STU008031,,SEM-3,83.0,45,37
STU008031,,SEM-4,76.0,45,34
